GRADUATION_YEAR;SCORE_NEM;GRADE_PERCENTILE;SCORE_RANKING;AVERAGE_MATH_LANG;GENDER;HOW_MANY_WORK;HOW_MANY_STUDY;INCOME_PERCENTILE;MOTHER_EDUCATION;FATHER_EDUCATION;PREVIOUS_ADMISSION;SCHOOL_TYPE;SCHOOL_DEPENDENCY;WORK;RURAL
2020;613;3;642;567.5;1;1;1;2;7;10;0;0;1;0;0
2020;485;6;485;439.0;1;1;2;2;6;6;0;1;1;0;1
2020;631;3;682;421.0;1;1;1;5;5;8;0;0;0;0;0
2020;525;4;535;406.5;1;1;1;2;9;9;0;1;1;0;0
2020;620;6;620;516.5;2;2;1;5;7;7;0;0;0;0;0
2020;549;8;550;492.5;2;1;1;1;7;7;0;0;1;0;0
2020;433;7;433;423.5;1;1;1;1;10;7;0;0;1;0;1
2020;678;8;678;605.0;2;2;1;8;9;7;0;0;1;0;0
2020;571;3;611;380.0;2;1;1;6;10;7;0;1;1;0;1
2020;528;10;528;412.5;1;2;2;10;11;11;0;0;1;0;0
2020;570;6;574;487.5;1;1;1;3;10;11;0;0;1;0;0
2020;517;10;517;489.0;1;2;1;10;10;11;0;0;1;0;1
2020;786;1;834;510.5;1;1;1;4;7;7;0;1;0;0;0
2020;721;1;817;600.5;1;1;1;3;9;5;0;0;0;0;1
2020;504;7;504;383.5;1;1;1;4;8;10;0;1;1;0;0
2020;550;3;559;390.0;1;1;1;3;9;5;0;1;0;0;0
2020;528;7;528;342.0;2;1;1;5;5;7;0;0;0;0;0
2020;743;3;753;651.0;2;2;1;10;11;11;0;0;1;0;0
2020;577;5;577;417.5;1;1;1;8;4;4;0;0;1;0;1
2020;796;1;847;711.0;1;1;1;8;11;7;0;0;1;0;1
2020;664;2;699;644.5;1;1;1;7;9;9;0;1;1;0;0
2020;593;5;636;0.0;2;1;1;2;7;7;0;1;0;0;0
2020;807;1;845;656.5;2;1;1;9;9;9;0;0;1;0;0
2020;663;5;687;487.5;2;1;1;2;5;7;0;0;1;0;0
2020;631;5;639;429.0;2;2;1;9;8;10;0;0;1;0;0
2020;695;4;705;614.5;1;2;1;6;11;11;0;0;0;0;0
2020;738;1;779;695.5;2;1;2;6;11;7;0;0;1;0;0
2020;721;3;742;513.5;2;2;1;10;10;10;0;0;1;0;0
2020;721;2;747;452.5;2;1;1;1;11;11;0;0;0;0;0
2020;631;4;643;545.5;2;1;1;2;7;7;0;0;1;0;1
2020;603;4;630;594.5;1;1;1;9;10;7;0;0;1;0;1
2020;501;7;501;449.5;1;1;2;1;9;7;0;0;1;0;1
2020;695;4;715;564.5;2;1;1;5;5;5;0;0;1;0;1
2020;699;2;770;648.0;1;1;2;10;11;11;0;0;1;0;1
2020;613;5;692;485.0;1;1;1;7;7;7;0;0;1;0;1
2020;792;1;825;655.0;1;2;1;9;10;10;0;0;1;0;0
2020;652;2;752;540.0;1;1;1;1;5;5;0;0;1;0;0
2020;517;10;517;418.5;1;1;1;10;8;7;0;0;1;0;0
2020;749;3;767;623.5;1;1;1;8;7;7;0;0;1;0;1
2020;538;9;538;510.5;1;1;1;2;8;8;0;0;1;0;1
2020;657;3;736;500.5;2;1;1;2;5;5;0;1;0;0;0
2020;483;7;483;390.0;1;1;1;2;5;7;0;0;0;0;0
2020;614;3;700;405.0;2;1;1;4;7;7;0;1;1;0;1
2020;421;8;421;431.5;2;1;2;1;10;7;0;0;1;0;1
2020;613;6;621;404.5;2;2;1;4;9;7;0;0;1;0;1
2020;508;5;517;467.5;1;1;1;1;5;5;0;1;0;0;0
2020;577;8;577;571.5;2;1;1;9;10;7;0;0;1;0;1
2020;678;4;708;564.0;1;2;3;8;11;11;0;0;1;0;1
2020;398;10;398;0.0;2;1;1;1;4;5;0;0;0;0;0
2020;760;1;847;650.5;2;1;1;6;8;8;0;0;1;0;0
2020;700;2;757;359.0;2;1;1;1;7;2;0;1;1;0;0
2020;710;2;766;502.0;2;1;2;4;5;7;0;0;1;0;1
2020;549;8;549;396.0;1;1;1;1;7;9;0;0;1;0;1
2020;624;4;630;544.5;2;2;1;3;7;7;0;0;1;0;0
2020;620;9;620;502.5;2;1;2;5;11;10;0;0;0;0;0
2020;727;4;737;618.0;1;1;3;10;12;11;0;0;1;0;0
2020;717;1;760;562.5;2;1;1;1;5;5;0;0;0;0;0
2020;506;10;506;404.0;1;2;1;9;8;10;0;0;1;0;0
2020;674;2;727;554.0;2;1;1;2;5;5;0;1;0;0;0
2020;631;7;634;388.5;2;1;1;10;11;11;0;0;1;0;0
2020;570;8;576;526.0;1;1;1;3;8;7;0;0;0;0;0
2020;391;10;391;537.5;1;1;1;4;7;11;0;0;1;0;1
2020;592;2;617;499.0;1;1;1;4;7;7;0;0;0;0;0
2020;803;1;850;785.0;1;1;1;10;12;12;0;0;1;0;0
2020;603;8;603;591.0;1;2;1;10;11;10;0;0;1;0;0
2020;485;9;501;475.0;1;1;1;1;11;11;0;1;1;0;1
2020;610;6;627;404.0;1;1;1;5;7;7;0;1;0;0;1
2020;501;9;501;425.5;1;1;1;3;10;7;0;0;0;0;0
2020;581;3;617;424.5;2;1;1;2;9;9;0;0;1;0;0
2020;549;9;549;505.5;1;2;1;9;9;9;0;0;0;0;0
2020;689;2;776;548.0;2;1;1;9;9;9;0;0;1;0;0
2020;620;8;620;478.5;1;1;1;7;6;9;0;0;1;0;0
2020;760;1;809;651.5;2;1;1;1;12;10;0;0;1;0;0
2020;684;6;691;627.0;1;2;1;3;11;7;0;0;1;0;1
2020;519;7;519;404.5;1;1;1;1;7;7;0;1;0;0;0
2020;689;7;691;694.5;1;1;2;8;12;11;0;0;1;0;0
2020;544;5;547;467.0;1;2;1;2;5;5;0;0;0;0;1
2020;528;6;528;482.5;2;1;1;1;7;9;0;0;1;0;0
2020;760;2;795;629.0;1;3;1;9;11;7;0;0;1;0;0
2020;495;10;495;418.0;2;1;1;3;10;11;0;0;0;0;0
2020;587;10;587;515.5;2;2;1;5;10;7;0;0;1;0;0
2020;506;8;506;491.0;1;1;1;9;11;7;0;0;0;0;0
2020;559;7;559;415.5;2;1;1;1;5;7;0;0;0;0;0
2020;492;6;492;496.0;1;1;1;3;7;7;0;1;1;0;1
2020;603;7;625;568.0;1;1;1;7;11;11;0;0;1;0;1
2020;577;6;577;415.5;1;1;3;4;10;10;0;0;1;0;1
2020;695;3;703;565.5;1;2;1;8;11;10;0;0;1;0;1
2020;550;4;563;475.5;1;1;1;4;7;5;0;1;1;0;1
2020;613;7;613;389.5;2;1;1;5;8;6;0;0;1;0;0
2020;610;5;648;483.5;2;1;1;3;5;5;0;1;0;0;0
2020;501;8;501;512.5;1;1;1;1;5;5;0;0;0;0;0
2020;631;6;654;484.0;2;2;1;9;7;9;0;0;1;0;1
2020;603;4;663;634.5;1;1;1;2;10;7;0;0;0;0;0
2020;753;2;799;579.5;2;1;1;9;10;8;0;0;1;0;1
2020;764;1;843;594.5;2;1;1;5;9;8;0;0;1;0;0
2020;749;1;792;556.5;2;1;1;3;6;6;0;0;1;0;0
2020;743;1;775;567.0;2;1;1;3;5;4;0;0;1;0;0
2020;460;6;460;0.0;1;1;1;1;5;5;0;0;1;0;1
2020;506;9;506;0.0;1;1;2;4;11;11;0;0;1;0;0
2020;636;2;678;447.5;1;1;1;2;9;7;0;1;1;0;1
2020;663;5;675;585.5;1;1;1;10;11;11;0;0;1;0;0
2020;504;6;504;0.0;1;1;1;4;7;7;0;1;1;0;0
2020;646;4;668;642.5;1;2;1;10;7;11;0;0;1;0;0
2020;706;6;726;619.0;2;1;1;3;9;10;0;0;1;0;0
2020;624;4;651;447.0;2;1;1;2;7;7;0;0;1;0;0
2020;570;4;571;533.0;2;1;1;1;10;9;0;0;1;0;0
2020;581;4;654;425.5;2;1;1;9;10;11;0;0;1;0;1
2020;592;6;592;459.0;1;2;1;6;10;9;0;0;0;0;0
2020;581;8;581;470.0;1;2;1;5;5;5;0;0;0;0;0
2020;696;1;833;528.0;2;1;1;1;10;7;0;1;0;0;0
2020;624;2;653;531.5;2;1;2;3;6;6;0;0;1;0;1
2020;515;6;519;358.0;2;1;1;1;9;8;0;1;1;0;0
2020;483;9;483;439.0;1;1;2;1;11;12;0;0;0;0;0
2020;753;2;818;533.0;1;1;1;8;10;7;0;0;1;0;0
2020;706;3;727;569.5;1;1;3;6;11;12;0;0;1;0;0
2020;501;6;501;418.5;1;1;1;2;9;7;0;0;1;0;0
2020;515;6;515;331.0;1;2;1;2;8;7;0;0;0;0;1
2020;456;9;462;0.0;2;1;1;8;6;8;0;0;1;0;0
2020;599;2;677;477.0;1;1;2;4;7;5;0;1;1;0;0
2020;566;7;566;502.0;2;1;1;6;7;7;0;0;1;0;1
2020;566;5;574;565.5;1;3;1;9;12;12;0;0;0;0;0
2020;631;5;641;577.0;2;2;1;7;10;9;0;0;1;0;0
2020;696;1;730;614.0;2;1;1;3;9;5;0;1;0;0;1
2020;577;2;621;518.0;1;1;1;1;7;1;0;0;1;0;1
2020;598;6;605;542.0;2;1;1;2;7;7;0;0;0;0;0
2020;555;8;558;349.0;1;1;2;4;11;10;0;0;1;0;1
2020;646;5;648;0.0;2;1;1;8;10;10;0;0;1;0;0
2020;732;1;760;652.0;2;1;1;6;9;7;0;0;1;0;0
2020;678;6;687;656.5;2;1;1;10;11;11;0;0;1;0;0
2020;501;9;501;582.0;2;1;1;1;10;10;0;0;1;0;0
2020;613;3;621;461.5;2;1;1;1;6;9;0;0;1;0;0
2020;577;5;582;420.0;2;1;1;2;5;5;0;0;0;0;0
2020;412;8;412;451.0;1;1;1;1;9;9;0;1;1;0;0
2020;652;2;692;452.0;1;1;1;1;11;11;0;0;0;0;0
2020;523;7;523;353.0;1;2;2;9;9;9;0;0;0;0;0
2020;667;5;671;490.0;2;1;2;7;10;12;0;0;1;0;0
2020;710;2;797;428.0;2;1;1;3;9;7;0;0;1;0;0
2020;717;2;806;694.5;2;1;1;7;8;10;0;0;1;0;0
2020;835;1;850;739.0;2;1;1;8;11;7;0;0;1;0;0
2020;786;1;829;627.0;2;1;1;6;10;10;0;0;1;0;0
2020;695;8;695;619.5;1;2;1;10;11;11;0;0;1;0;1
2020;485;8;485;454.0;2;1;1;2;5;5;0;1;0;0;0
2020;753;4;792;685.5;1;1;1;10;10;11;0;0;1;0;1
2020;646;6;646;505.5;2;1;2;7;10;11;0;0;1;0;0
2020;620;3;646;405.5;2;1;1;3;10;7;0;0;1;0;0
2020;771;1;850;644.5;2;1;1;3;10;10;0;0;1;0;1
2020;678;3;701;596.0;1;1;1;3;5;5;0;0;1;0;1
2020;667;2;725;557.0;2;2;1;6;6;10;0;0;1;0;0
2020;528;8;528;330.5;2;2;1;10;7;8;0;0;0;0;1
2020;598;6;601;303.5;1;1;1;1;5;7;0;0;0;0;1
2020;501;6;569;429.5;2;1;1;6;9;7;0;0;1;0;0
2020;674;6;674;509.5;1;1;1;8;10;11;0;0;1;0;1
2020;410;10;410;0.0;2;3;3;10;8;1;0;0;1;0;0
2020;685;2;745;379.0;2;1;1;1;9;5;0;1;0;0;0
2020;684;7;686;617.5;2;1;2;9;11;7;0;0;1;0;0
2020;710;3;773;531.5;2;2;4;10;12;12;0;0;1;0;1
2020;727;2;788;604.5;2;1;1;5;7;9;0;0;1;0;0
2020;559;8;559;522.5;1;2;1;10;11;11;0;0;1;0;0
2020;495;10;495;584.0;1;1;1;8;11;10;0;0;1;0;0
2020;667;2;698;600.5;1;1;1;6;11;7;0;0;1;0;1
2020;749;4;773;602.0;1;1;1;3;8;7;0;0;1;0;0
2020;400;9;400;377.0;1;1;1;1;5;5;0;1;1;1;1
2020;433;10;433;389.5;1;1;1;2;11;7;0;0;1;0;1
2020;710;2;738;653.5;2;1;1;6;11;11;0;0;1;0;1
2020;485;6;485;429.0;2;1;1;1;5;5;0;1;0;0;1
2020;646;5;663;591.0;2;1;1;3;5;9;0;0;1;0;1
2020;721;2;753;470.0;1;1;1;2;7;7;0;0;1;0;0
2020;559;9;559;483.5;2;3;2;5;12;10;0;0;1;0;0
2020;624;4;652;531.5;2;2;2;8;9;9;0;0;1;0;1
2020;587;7;595;562.5;1;1;1;9;11;12;0;0;1;1;1
2020;504;6;507;340.0;2;1;1;8;9;9;0;1;0;0;0
2020;771;2;809;682.5;1;1;1;1;7;7;0;0;1;0;0
2020;685;2;730;449.5;2;1;1;1;9;5;0;1;0;0;1
2020;538;4;546;429.5;2;1;1;8;10;7;0;0;1;0;0
2020;631;2;655;426.5;1;1;1;3;7;5;0;0;0;0;0
2020;517;7;517;495.0;1;1;2;5;8;7;0;0;1;0;1
2020;513;6;513;0.0;2;1;2;3;5;7;0;0;0;0;0
2020;695;2;722;459.5;1;2;1;9;11;11;0;0;1;0;0
2020;717;3;723;604.5;1;1;1;7;11;11;0;0;0;0;1
2020;539;6;577;429.0;1;1;1;1;7;10;0;1;1;1;1
2020;589;5;629;0.0;1;1;1;2;5;5;0;1;0;1;1
2020;656;3;675;584.0;2;1;1;4;7;9;0;0;1;0;1
2020;674;3;706;0.0;1;1;1;1;7;7;0;1;1;0;1
2020;689;2;725;573.5;1;1;1;1;7;7;0;0;1;0;1
2020;807;1;850;638.5;2;1;1;4;7;5;0;0;0;0;0
2020;609;7;609;451.0;2;1;1;2;9;7;0;0;1;0;0
2020;539;8;539;393.0;2;1;1;6;9;9;0;1;1;0;1
2020;721;2;770;627.0;2;1;1;2;9;10;0;0;1;0;1
2020;435;9;435;367.5;1;1;1;1;7;7;0;1;1;0;0
2020;570;5;611;0.0;1;1;1;7;10;9;0;0;1;0;1
2020;642;3;681;390.0;2;1;1;5;4;4;0;1;1;0;0
2020;631;4;631;444.0;2;1;1;3;5;7;0;0;0;0;0
2020;614;3;630;477.0;2;1;1;2;5;7;0;1;0;0;1
2020;479;8;479;406.5;2;1;1;6;7;7;0;0;1;0;0
2020;538;6;538;508.0;1;1;1;1;6;6;0;0;1;0;1
2020;613;4;639;491.5;1;1;2;4;11;10;0;0;0;0;0
2020;566;7;568;465.5;1;1;1;10;10;7;0;0;1;0;0
2020;549;7;549;522.5;1;2;1;9;10;9;0;0;0;0;1
2020;764;1;787;575.0;2;1;1;3;10;7;0;0;0;0;1
2020;439;8;454;497.5;1;1;1;1;5;6;0;1;1;0;1
2020;641;7;641;449.5;1;1;1;5;9;9;0;0;0;0;0
2020;678;3;693;459.5;1;1;1;5;11;11;0;0;0;0;1
2020;534;8;534;449.5;2;1;2;3;7;7;0;0;1;0;0
2020;456;8;456;451.0;2;1;1;2;5;7;0;0;1;0;1
2020;535;5;545;427.0;1;1;1;2;7;7;0;1;1;0;0
2020;641;6;641;559.5;2;1;1;10;6;10;0;0;1;0;0
2020;400;9;400;385.5;1;1;1;1;10;10;0;1;1;0;0
2020;840;1;850;693.0;2;1;1;1;7;7;0;0;1;0;1
2020;646;2;653;576.0;2;2;1;10;12;11;0;0;1;0;0
2020;544;7;544;524.0;1;1;2;5;4;5;0;0;0;0;1
2020;513;8;513;0.0;1;1;1;5;10;7;0;0;1;0;1
2020;674;2;772;497.5;1;2;4;5;10;5;0;0;0;0;0
2020;598;4;607;425.5;2;2;1;10;7;7;0;0;1;0;0
2020;456;7;456;0.0;1;1;2;1;9;4;0;0;0;0;1
2020;433;8;433;358.0;1;2;1;4;5;7;0;0;0;0;0
2020;663;3;667;473.0;2;1;1;3;7;7;0;0;0;0;0
2020;674;9;674;487.5;2;1;1;7;7;7;0;0;1;0;0
2020;695;1;779;599.5;2;1;1;1;7;7;0;0;1;0;0
2020;771;1;838;557.5;2;1;1;5;11;11;0;0;1;0;1
2020;603;7;603;0.0;1;1;1;6;10;11;0;0;1;0;0
2020;803;1;850;797.5;2;2;1;4;7;10;0;0;1;0;1
2020;525;9;525;442.5;2;2;2;2;9;9;0;1;1;1;0
2020;753;3;765;703.0;1;1;1;4;10;11;0;0;1;0;0
2020;664;3;692;513.5;1;1;1;7;7;8;0;1;1;0;1
2020;753;3;796;700.0;1;1;1;10;11;11;0;0;1;0;0
2020;689;1;757;0.0;2;1;1;4;10;11;0;0;1;0;1
2020;706;5;724;616.0;1;2;1;10;11;11;0;0;1;0;1
2020;566;7;566;399.0;2;1;1;2;5;5;0;0;0;0;0
2020;653;3;678;513.0;2;1;1;9;9;9;0;1;1;0;1
2020;781;1;820;681.0;2;1;1;2;7;7;0;0;1;0;0
2020;571;5;624;391.0;2;2;1;2;11;7;0;1;1;0;1
2020;635;5;638;422.5;1;1;1;9;8;8;0;0;0;0;0
2020;504;10;504;0.0;1;1;1;9;10;11;0;1;1;0;1
2020;829;1;850;570.5;2;1;1;1;7;6;0;0;0;0;1
2020;446;5;446;298.5;1;1;1;1;9;9;0;1;0;0;0
2020;541;4;555;299.5;2;1;1;1;7;7;0;0;1;0;0
2020;549;9;549;570.0;2;1;1;9;10;11;0;0;1;0;0
2020;587;6;597;553.5;1;1;1;7;11;11;0;0;1;0;0
2020;410;10;410;435.5;2;1;1;1;8;10;0;0;1;0;1
2020;570;5;592;556.5;2;1;2;3;7;7;0;0;1;0;1
2020;479;6;479;346.5;2;1;1;1;4;4;0;0;1;0;1
2020;437;9;437;388.5;1;1;1;5;7;7;0;0;0;0;1
2020;652;2;692;503.0;1;1;1;9;10;10;0;0;0;0;0
2020;760;4;776;666.5;2;3;4;10;10;11;0;0;1;0;0
2019;456;8;457;527.5;2;1;1;3;11;5;1;0;1;0;0
2020;451;7;451;310.0;2;2;1;2;5;7;0;1;1;0;0
2020;598;6;599;604.0;1;1;1;9;11;11;0;0;1;0;1
2020;771;2;796;531.5;1;1;1;3;6;6;0;0;0;0;0
2020;546;4;598;488.5;2;1;1;3;4;7;0;1;1;0;1
2020;689;5;698;660.0;1;1;1;5;9;9;0;0;1;0;0
2020;656;4;670;528.0;1;1;1;1;7;9;0;0;1;0;1
2020;570;7;570;536.0;2;1;1;5;5;7;0;0;0;0;1
2020;710;2;769;579.5;2;1;1;6;11;11;0;0;1;0;0
2020;710;2;801;557.5;1;1;1;9;9;9;0;0;1;0;1
2020;721;2;775;617.0;2;1;1;3;10;7;0;0;1;0;0
2020;760;2;800;726.0;1;1;1;6;10;11;0;0;1;0;1
2020;711;5;721;661.5;1;2;1;10;11;12;0;0;1;0;1
2020;641;3;668;429.5;2;1;1;3;8;8;0;0;1;0;0
2020;544;10;544;475.0;1;2;1;9;10;10;0;0;1;0;0
2020;504;8;504;411.5;1;1;1;2;7;7;0;1;0;0;0
2020;570;6;588;547.0;2;2;1;2;7;7;0;0;1;0;0
2020;421;10;435;429.0;2;1;1;3;7;5;0;0;1;0;1
2020;559;6;559;546.5;1;1;1;2;8;11;0;0;1;0;1
2020;581;4;593;522.5;2;1;1;8;7;7;0;0;1;0;0
2020;513;4;513;320.0;2;1;1;4;5;7;0;0;0;0;1
2020;521;3;539;0.0;2;2;3;4;10;7;0;0;0;0;0
2020;775;1;826;679.0;2;1;2;6;7;8;0;0;1;0;1
2020;635;6;635;594.0;2;1;1;10;10;12;0;0;1;0;0
2020;636;1;725;384.0;2;1;1;9;9;7;0;1;0;0;1
2020;451;6;451;376.5;1;1;1;1;7;8;0;1;0;0;1
2020;706;2;731;530.0;2;1;1;4;4;4;0;0;1;0;0
2020;523;4;571;424.5;1;1;1;1;5;5;0;0;0;0;0
2020;706;2;723;573.5;1;1;1;8;9;9;0;0;1;0;0
2020;382;8;382;435.0;1;1;1;3;5;5;0;1;1;0;1
2020;513;7;513;493.5;2;1;1;3;6;4;0;0;1;0;1
2020;786;1;821;779.5;1;2;1;10;11;11;0;0;1;0;1
2020;663;5;666;517.5;1;1;1;6;8;7;0;0;0;0;1
2020;786;1;850;569.0;2;1;1;3;5;9;0;0;0;0;1
2020;753;2;779;673.5;2;2;1;10;12;12;0;0;1;0;0
2020;613;4;634;417.0;2;1;1;3;8;8;0;0;1;0;0
2020;534;10;534;553.5;1;2;3;2;9;12;0;0;1;0;1
2020;453;8;468;0.0;1;1;1;2;7;7;0;0;1;0;0
2020;632;2;666;0.0;2;1;1;2;7;7;0;0;0;0;1
2020;796;1;850;559.5;1;1;1;1;10;11;0;0;1;0;0
2020;598;4;607;0.0;1;1;1;1;9;10;0;0;0;0;0
2020;652;1;704;531.5;2;1;1;3;7;7;0;0;0;0;0
2020;786;1;804;709.0;1;1;1;10;11;12;0;0;1;0;1
2020;656;3;698;444.0;2;1;2;5;9;9;0;0;1;0;0
2020;614;3;628;370.5;2;1;1;3;9;7;0;1;1;0;0
2020;646;6;652;636.0;1;2;1;9;12;12;0;0;1;0;1
2020;552;4;575;455.5;1;1;1;5;9;7;0;0;1;0;0
2020;743;2;764;599.5;2;1;2;9;9;11;0;0;0;0;0
2020;577;7;577;460.0;2;1;1;8;5;5;0;0;0;0;0
2020;460;10;460;478.0;1;2;1;4;10;7;0;0;1;0;0
2020;689;5;724;522.5;2;1;1;2;8;6;0;0;1;0;0
2020;549;9;549;472.0;1;1;3;2;9;9;0;0;1;0;1
2020;559;7;559;591.0;1;2;1;8;10;10;0;0;1;0;1
2020;743;2;764;585.0;2;1;4;5;8;8;0;0;0;0;1
2020;567;4;588;541.5;2;1;1;9;9;9;0;1;1;0;0
2020;738;1;788;620.5;2;2;1;8;7;11;0;0;1;0;0
2020;652;5;686;470.0;2;2;1;10;10;10;0;0;1;0;1
2020;695;2;812;482.5;2;1;1;2;7;5;0;0;1;0;1
2020;631;8;636;506.0;2;1;1;3;7;11;0;0;1;0;0
2020;699;2;718;526.0;2;2;1;3;7;7;0;0;0;0;0
2020;753;1;792;506.5;2;2;2;1;7;7;0;0;0;0;0
2020;753;2;766;679.0;2;1;2;9;11;11;0;0;1;0;0
2020;517;8;523;0.0;1;1;1;6;5;7;0;0;0;0;0
2020;469;7;469;410.0;2;1;1;1;7;7;0;1;1;0;1
2020;760;1;815;487.0;1;1;1;2;5;7;0;1;0;0;0
2020;738;1;847;527.5;1;1;1;8;7;9;0;0;0;0;1
2020;678;8;679;524.0;1;2;1;9;9;10;0;0;1;0;1
2020;570;5;606;569.5;1;1;1;9;7;7;0;0;1;0;1
2020;631;3;635;475.0;2;1;2;1;8;10;0;0;1;0;0
2020;555;7;555;598.5;1;1;1;1;7;7;0;0;0;0;0
2020;624;6;628;559.5;2;2;1;5;8;10;0;0;0;0;0
2020;439;7;439;0.0;1;1;1;8;7;7;1;1;1;0;1
2020;517;9;517;349.0;1;1;1;8;9;9;0;0;1;0;1
2020;684;6;696;589.5;2;2;1;2;11;10;0;0;0;0;0
2020;474;8;484;540.0;1;2;1;9;9;9;0;1;1;0;1
2019;674;1;756;537.5;2;1;1;3;7;9;0;1;1;0;1
2020;743;1;787;557.0;2;1;1;1;7;11;0;0;1;0;1
2020;613;6;615;556.5;1;1;1;4;11;8;0;0;1;0;1
2020;405;10;405;0.0;2;1;1;2;10;7;0;1;1;0;1
2020;566;9;566;481.5;1;2;2;2;10;11;0;0;1;0;1
2020;555;8;562;546.5;2;1;1;6;10;10;0;0;1;0;1
2020;743;1;799;420.5;2;1;1;8;8;7;0;1;1;0;0
2020;497;4;558;477.0;1;1;1;1;5;7;0;1;0;0;1
2020;753;1;837;677.5;2;1;1;10;10;11;0;0;1;0;0
2020;743;5;758;702.0;1;2;2;10;11;11;0;0;1;0;0
2020;652;3;672;566.0;2;1;1;1;8;8;0;0;1;0;0
2020;581;6;594;389.5;1;1;1;3;9;8;0;0;1;0;0
2020;721;4;729;650.0;2;3;1;10;11;11;0;0;1;0;0
2020;603;6;648;598.5;1;1;1;9;9;11;0;0;1;0;0
2020;513;10;513;470.5;1;2;4;10;9;11;0;0;1;0;1
2020;513;5;513;379.5;2;1;1;1;7;7;0;0;1;0;1
2020;699;3;724;567.5;2;1;2;5;8;7;0;0;0;0;0
2020;501;8;501;408.0;1;1;2;5;9;11;0;0;1;0;1
2020;781;1;831;690.5;1;1;1;8;11;11;0;0;1;0;1
2020;621;3;658;443.5;1;1;1;5;9;9;0;1;0;0;0
2020;528;8;528;466.5;2;1;1;1;7;7;0;0;1;0;0
2020;506;9;506;449.0;1;1;1;9;11;10;0;0;1;0;1
2020;566;6;566;418.5;1;1;1;3;9;7;0;0;0;0;0
2020;567;5;578;350.5;2;1;1;5;5;7;0;1;0;0;1
2020;549;5;549;504.5;1;1;1;1;9;7;0;0;1;0;1
2020;760;1;825;508.0;2;1;1;8;5;9;0;1;0;0;0
2020;732;2;780;559.0;2;1;1;5;4;4;0;0;1;0;1
2020;604;5;627;0.0;2;1;1;1;8;8;0;1;1;0;0
2020;426;8;426;0.0;1;1;1;1;9;9;0;0;1;0;0
2020;490;9;490;461.0;1;2;1;4;6;6;0;0;1;0;0
2020;538;5;538;485.0;1;1;1;1;7;11;0;0;1;0;0
2020;592;5;609;536.0;2;1;1;2;6;6;0;0;1;0;1
2020;529;4;551;358.0;2;1;1;1;5;5;0;1;1;0;0
2020;678;4;687;449.5;2;1;1;3;7;9;0;0;0;0;0
2020;559;7;574;496.5;2;3;2;5;7;7;0;0;1;0;0
2020;544;3;563;520.0;2;2;1;4;4;9;0;0;1;0;1
2020;689;2;764;552.5;2;1;1;9;7;7;0;0;1;0;0
2020;304;10;304;0.0;2;2;1;4;7;7;0;0;1;0;0
2020;678;1;731;460.0;2;1;1;3;7;5;0;0;1;0;1
2020;462;10;462;0.0;1;1;1;2;7;10;0;1;1;0;1
2020;462;7;462;0.0;2;1;1;1;9;7;0;1;0;0;0
2020;624;6;628;678.5;1;1;1;9;7;11;0;0;1;0;0
2020;684;4;713;584.0;1;1;1;10;11;11;0;0;1;0;0
2020;613;3;621;557.5;2;1;1;2;11;7;0;0;1;0;1
2020;749;1;809;0.0;2;1;1;6;10;9;0;0;1;0;0
2020;603;5;621;483.5;1;2;1;1;10;11;0;0;1;0;0
2020;598;5;598;0.0;2;1;1;2;7;7;0;0;0;0;0
2020;613;4;616;412.5;1;1;1;1;5;5;0;0;0;0;1
2020;678;5;694;546.5;2;3;1;4;7;7;0;0;1;0;0
2020;517;8;517;525.5;2;1;1;3;7;7;0;0;1;0;1
2020;492;7;492;0.0;2;1;2;2;5;8;0;1;0;0;1
2020;710;2;772;650.5;2;1;1;4;10;11;0;0;1;0;1
2020;556;4;564;485.0;1;1;1;6;10;7;0;1;0;0;0
2020;706;2;733;565.0;2;1;1;4;9;9;0;0;1;0;1
2020;706;7;711;477.0;2;2;2;10;11;11;0;0;1;0;0
2020;598;4;637;586.5;2;1;1;3;9;9;0;0;1;0;0
2020;483;10;483;582.5;1;2;1;4;7;7;0;0;1;0;0
2020;485;7;513;434.0;2;1;1;9;10;7;0;1;1;0;1
2020;685;2;754;288.5;1;1;1;3;9;10;0;1;0;0;0
2020;555;9;555;477.0;1;1;1;10;11;7;0;0;1;0;0
2020;699;1;726;564.5;1;1;1;1;7;7;0;0;1;0;0
2020;753;1;838;612.5;2;1;1;7;10;10;0;0;1;0;0
2020;678;3;718;555.5;2;2;1;10;12;12;0;0;1;0;1
2020;721;2;758;485.5;2;1;1;2;5;9;0;0;1;0;0
2020;609;5;623;478.5;2;1;1;1;7;7;0;0;1;0;0
2020;695;4;706;548.5;1;1;1;2;9;9;0;0;1;0;1
2020;641;7;643;583.0;1;1;1;10;11;11;0;0;1;0;1
2020;646;7;646;581.0;2;2;3;10;11;12;0;0;1;0;0
2020;771;1;850;549.5;1;1;1;1;7;9;0;0;1;0;0
2020;599;3;620;430.0;1;1;1;3;1;9;0;1;1;0;0
2020;764;3;781;616.0;2;2;1;9;10;12;0;0;1;0;1
2020;571;6;589;444.5;1;1;1;3;7;7;0;1;1;0;1
2020;743;1;811;503.5;1;1;2;2;10;9;0;0;1;0;0
2020;609;3;621;600.5;2;1;2;6;7;11;0;0;1;0;0
2020;599;3;630;644.5;1;1;1;5;7;9;0;1;0;0;0
