GRADUATION_YEAR;SCORE_NEM;AVERAGE_MATH_LANG;GENDER;HOW_MANY_WORK;HOW_MANY_STUDY;INCOME_PERCENTILE;MOTHER_EDUCATION;FATHER_EDUCATION;PREVIOUS_ADMISSION;SCHOOL_TYPE;SCHOOL_DEPENDENCY;WORK;RURAL
2020;754;401.5;2;1;1;9;4;6;0;0;0;0;1
1997;775;758.0;1;1;1;9;11;6;1;0;1;1;0
1985;577;639.5;1;1;3;10;5;5;1;0;1;1;1
1990;479;467.5;1;1;1;6;5;8;1;0;1;0;0
1986;559;548.5;2;1;1;2;6;6;0;0;0;1;1
2020;620;0.0;2;1;1;4;5;5;0;0;1;0;0
1990;338;318.0;2;2;2;5;4;4;0;0;0;0;0
2020;732;367.5;2;1;1;8;6;6;0;0;0;1;0
1997;555;615.5;1;1;1;1;9;7;1;0;0;1;1
1984;592;0.0;2;1;1;10;6;6;1;0;1;1;1
2020;690;0.0;2;1;1;3;7;7;0;0;0;0;0
1998;656;589.5;2;1;1;5;8;12;1;0;0;0;0
2020;562;0.0;2;1;1;8;7;7;0;0;0;1;0
2020;785;0.0;1;1;1;7;5;9;0;0;1;1;1
2020;582;419.5;1;1;1;1;7;7;0;1;1;0;1
2020;732;269.0;2;1;1;3;6;6;0;0;1;1;1
2020;610;451.0;1;1;1;1;7;7;0;1;1;0;1
1986;663;0.0;2;2;1;10;6;5;1;0;1;1;0
2020;474;413.0;1;1;1;2;7;7;0;1;1;0;1
1999;578;449.0;2;1;1;1;4;1;0;1;0;0;1
2019;722;358.0;1;1;1;1;7;7;0;0;0;0;0
1991;346;445.0;2;1;1;1;7;11;1;0;0;0;0
1984;449;464.5;2;1;3;4;9;11;0;0;0;0;0
2020;722;0.0;1;1;1;1;7;7;0;0;1;0;1
2020;541;358.0;2;1;1;2;7;7;0;0;0;0;0
2020;626;426.0;2;1;1;1;1;5;0;0;1;0;0
2007;562;331.0;2;1;1;3;4;7;0;0;1;0;0
1999;485;0.0;1;1;1;9;9;7;1;1;1;1;1
2020;573;375.0;1;1;1;1;1;7;0;0;0;0;0
1986;391;408.0;1;1;1;4;4;2;0;0;0;1;0
1984;479;0.0;1;2;1;4;4;6;1;0;0;0;1
1995;391;0.0;1;2;1;8;10;10;1;0;1;1;1
2020;764;0.0;1;2;1;2;5;5;0;0;0;1;0
2020;807;437.0;2;1;1;3;1;1;0;0;0;0;1
2020;515;0.0;2;1;1;1;4;4;0;0;0;0;1
2000;430;467.0;2;1;2;3;7;5;1;0;1;1;0
2020;785;415.0;2;1;1;4;5;7;0;0;0;1;1
1985;508;0.0;1;1;1;3;6;6;1;1;0;0;0
1988;656;619.0;1;2;1;9;11;11;1;0;1;1;0
2020;599;457.5;1;2;1;10;4;4;0;0;1;1;0
2020;658;0.0;2;1;2;1;2;6;0;0;1;0;1
1991;598;0.0;2;1;1;2;7;8;1;0;0;0;1
2020;611;393.0;1;1;1;1;4;6;0;0;0;0;0
1984;359;0.0;1;1;2;10;5;5;0;1;0;1;1
2020;430;0.0;2;1;1;6;5;1;0;0;0;1;0
2020;510;0.0;1;1;4;3;5;7;0;0;0;1;0
2020;573;0.0;1;2;1;1;4;4;0;0;0;1;1
1989;689;0.0;2;2;1;10;11;11;1;0;0;1;0
1985;506;559.5;2;1;3;2;6;6;0;0;1;1;0
1989;357;0.0;1;2;2;5;6;6;1;0;1;1;0
2020;669;0.0;2;1;1;1;6;6;0;0;0;1;0
1999;546;0.0;2;2;2;1;4;4;1;1;0;1;1
2020;711;393.5;2;1;1;1;7;7;0;0;1;0;0
2020;754;324.0;2;1;1;3;4;1;0;0;0;0;1
1998;616;470.0;1;1;1;1;7;5;0;0;0;0;1
2020;711;344.5;2;1;1;9;4;1;0;0;1;0;0
2020;539;402.0;1;1;1;2;5;7;0;1;1;0;1
1989;458;447.5;2;1;2;9;4;6;0;1;1;1;0
1993;398;404.5;2;1;1;2;6;6;0;0;0;0;0
1994;743;0.0;2;2;1;10;11;11;1;0;1;1;0
2020;521;477.5;2;1;1;2;6;4;0;0;0;0;0
2020;573;406.5;2;1;1;3;5;1;0;0;0;0;1
2020;764;387.5;2;2;1;7;1;1;0;0;1;0;0
2020;647;0.0;1;1;1;1;7;7;0;0;0;0;1
1991;727;544.5;2;2;1;7;5;7;1;0;1;1;0
1998;355;442.5;1;1;1;8;5;5;0;1;1;1;0
2020;722;410.5;2;1;2;2;7;5;0;0;1;0;0
2020;711;276.0;2;1;1;9;1;1;0;0;0;0;1
2000;747;683.5;1;1;1;1;4;4;1;0;1;0;1
2020;407;0.0;2;1;1;1;7;7;0;0;0;0;0
2020;430;398.5;2;1;2;2;7;7;0;0;0;0;0
2020;722;293.0;2;1;2;1;5;5;0;0;0;0;1
2017;368;359.5;2;1;1;2;5;5;0;0;0;1;1
2020;775;398.5;2;1;1;4;4;4;0;0;0;0;1
2020;732;370.0;2;1;2;2;5;7;0;0;0;0;0
2020;573;0.0;2;1;1;3;4;4;0;0;1;1;1
1986;318;412.5;2;1;3;5;7;7;1;0;0;1;1
2020;469;347.5;1;1;1;10;6;6;0;0;1;1;1
1986;334;531.0;2;1;1;9;6;3;0;0;1;0;0
2020;483;420.0;2;1;2;1;5;1;0;0;1;0;1
2020;669;444.0;2;1;1;2;1;1;0;0;1;0;0
2020;594;352.5;2;1;2;4;4;4;0;0;1;1;0
1986;460;554.5;1;1;1;5;4;4;1;0;1;1;1
2020;807;0.0;2;3;1;1;5;5;0;0;0;0;1
1985;581;475.5;1;1;2;4;7;7;1;0;0;1;0
2020;732;0.0;2;1;1;1;7;7;0;0;0;1;0
1989;368;423.5;2;2;1;4;7;7;1;0;0;1;0
2020;626;396.0;2;1;1;5;5;5;0;0;1;0;1
2020;499;0.0;2;1;2;1;6;5;0;0;1;0;0
1986;753;634.5;2;1;1;9;6;6;0;0;0;1;1
2020;785;342.5;2;1;1;2;7;6;0;0;0;1;0
2020;400;373.5;2;1;1;2;1;11;0;0;0;0;0
2020;690;0.0;2;1;1;4;4;1;0;0;0;1;1
2020;658;420.0;2;1;1;1;1;1;0;0;0;0;0
2020;732;422.5;1;1;1;1;5;5;0;0;0;0;0
2007;396;432.0;2;1;1;4;7;1;0;0;0;0;0
2020;647;393.0;2;1;1;6;5;2;0;0;1;0;1
1986;483;629.0;2;1;1;6;10;10;1;0;1;0;0
2020;743;382.0;2;1;1;2;7;7;0;0;0;0;0
1986;414;455.0;2;1;2;4;6;6;0;0;0;1;0
1985;485;472.5;2;1;2;2;1;4;0;1;0;0;0
2020;669;0.0;1;1;1;1;7;7;0;0;0;0;1
1986;329;468.0;2;2;1;5;1;1;0;0;0;1;0
1986;451;368.0;1;1;1;5;4;4;1;1;0;1;0
2020;775;398.0;2;1;1;3;1;1;0;0;1;0;1
1986;555;0.0;2;2;2;3;6;6;1;0;1;1;0
2020;785;439.0;2;1;4;8;4;4;0;0;1;0;0
2020;453;409.0;1;1;1;1;5;5;0;0;0;0;1
2020;679;342.5;2;2;1;3;5;5;0;0;1;1;0
2020;441;0.0;2;1;1;3;5;5;0;0;0;0;1
2020;626;366.5;1;2;1;1;5;5;0;0;0;0;1
2020;384;0.0;2;1;1;2;5;7;0;0;0;0;1
2020;499;423.5;2;1;1;1;4;1;0;0;1;1;1
2020;584;442.0;2;1;1;1;5;7;0;0;0;1;0
2020;506;0.0;2;1;2;1;7;7;0;0;0;0;0
2020;764;387.5;2;1;1;5;1;1;0;0;1;1;1
2020;515;0.0;2;1;1;1;6;6;0;0;0;0;1
1988;387;396.5;2;1;2;2;5;5;0;0;0;0;0
2020;610;381.0;1;1;1;1;1;5;0;1;0;0;1
1986;539;368.0;2;1;1;3;1;5;0;1;0;1;1
2020;817;473.0;2;1;1;1;1;7;0;0;0;0;1
2020;626;265.0;1;1;1;1;7;7;0;0;1;0;1
2020;594;452.5;1;1;1;2;4;4;0;0;0;1;1
2020;483;0.0;1;1;1;5;4;4;0;0;0;1;0
2020;391;0.0;1;1;1;1;5;5;0;0;0;0;1
2020;743;351.5;2;2;1;4;1;2;0;0;1;0;0
2020;647;0.0;2;1;1;1;4;5;0;0;0;1;1
2020;599;393.0;2;1;1;4;7;7;0;0;0;0;1
2020;626;0.0;2;1;1;1;4;4;0;0;1;0;0
2020;690;0.0;2;1;1;3;1;1;0;0;0;1;1
2020;785;330.0;2;1;1;2;6;6;0;0;0;0;1
2020;396;0.0;2;1;1;2;4;6;0;0;0;0;1
2020;743;452.5;2;1;2;5;4;4;0;0;1;1;0
2020;594;424.0;2;1;1;8;5;5;0;0;1;0;1
2020;647;395.5;2;2;1;5;7;7;0;0;0;1;0
2020;754;487.5;2;1;1;5;1;1;0;0;1;1;1
2010;796;0.0;1;2;1;1;1;5;1;0;1;0;0
1988;389;487.0;2;1;1;4;6;6;1;1;0;1;0
2020;690;345.5;2;1;1;2;7;7;0;0;1;0;1
2020;573;322.5;1;1;1;5;1;5;0;0;0;0;0
1988;410;375.0;2;1;1;2;5;5;0;0;0;0;1
2020;525;351.0;1;1;1;1;5;7;0;1;0;0;1
2020;541;0.0;1;1;1;1;7;7;0;0;1;0;0
2020;647;0.0;1;2;1;10;4;6;0;0;1;1;1
2020;476;364.0;2;1;1;1;7;6;0;0;0;0;1
2020;690;369.0;2;1;1;8;2;2;0;0;0;0;0
2020;541;387.0;1;1;1;1;5;5;0;0;0;0;1
2020;605;413.0;2;1;1;8;1;1;0;0;0;0;1
2020;743;376.0;2;1;1;1;6;6;0;0;0;0;0
2020;743;510.0;2;2;2;3;6;6;0;0;0;1;0
2020;817;0.0;2;1;3;8;5;1;0;0;0;0;0
2020;441;0.0;1;2;1;9;7;7;0;0;0;1;1
1988;695;615.5;1;1;1;1;6;6;0;0;1;0;0
2020;764;380.5;2;3;1;4;4;4;0;0;0;1;0
2020;669;0.0;2;1;1;3;5;6;0;0;0;1;0
1987;444;504.5;2;1;1;3;10;10;1;0;1;0;0
2020;704;335.5;2;1;1;8;5;1;0;1;0;1;0
2020;430;454.5;2;1;1;1;5;5;0;0;1;0;0
1987;481;389.5;2;1;1;3;5;5;1;1;0;0;0
2020;743;360.5;2;1;1;6;7;7;0;0;0;1;1
1992;541;497.0;1;1;1;6;4;7;1;0;1;1;0
2020;807;295.5;2;1;1;4;4;4;0;0;1;1;0
2020;492;353.0;1;1;1;9;7;7;0;0;1;1;0
2020;807;417.5;2;1;1;4;1;1;0;0;1;1;1
2020;796;0.0;2;1;1;4;1;1;0;0;1;1;1
2020;616;0.0;1;1;1;3;4;4;0;0;1;0;0
1987;581;472.5;2;1;1;4;6;4;1;0;0;1;0
1989;391;394.5;2;1;1;3;6;1;0;0;0;0;0
1986;426;0.0;2;1;1;2;6;6;0;0;0;1;0
1988;421;440.5;2;1;1;2;5;5;0;0;0;1;0
2020;675;0.0;1;1;1;8;6;6;0;0;0;1;1
2020;722;0.0;2;1;1;8;5;5;0;0;0;0;1
1988;699;459.5;2;1;1;9;4;4;1;0;0;1;1
2020;541;293.5;2;1;3;1;5;5;0;0;0;0;0
1988;462;0.0;2;2;1;2;5;5;1;1;1;1;0
1987;472;489.0;2;1;1;9;9;9;1;0;1;0;1
1986;587;0.0;2;2;1;4;4;6;1;0;1;1;0
1986;603;663.5;2;1;1;6;6;11;1;0;1;0;0
2020;679;378.0;2;1;1;7;5;5;0;0;0;1;0
2020;510;384.5;1;1;3;3;6;6;0;0;1;1;1
1987;433;778.5;1;2;2;9;4;8;1;0;0;1;0
1989;517;472.5;1;1;3;1;4;4;1;0;0;0;1
1989;544;0.0;1;2;1;4;4;6;1;0;0;1;1
1988;341;0.0;1;1;1;9;9;11;1;0;1;1;1
2020;785;0.0;2;1;1;8;5;5;0;0;1;0;0
2003;541;0.0;2;1;1;1;5;7;1;0;0;0;1
2020;616;387.0;1;1;1;1;1;1;0;0;1;0;1
1988;352;377.5;1;2;1;10;4;4;1;0;1;1;0
2020;315;0.0;1;1;1;1;5;5;0;0;0;0;1
2020;679;301.5;2;2;2;2;1;7;0;0;0;1;0
1990;417;0.0;2;1;1;5;4;4;0;1;1;0;0
1989;486;455.0;1;1;1;5;5;5;0;1;1;1;0
2020;625;349.0;1;1;1;1;7;7;0;1;1;0;1
1987;679;592.5;2;1;1;1;5;5;0;1;1;0;1
2020;669;327.5;2;1;1;1;5;7;0;0;1;0;1
2020;616;364.5;1;1;1;2;5;6;0;0;0;1;1
2020;711;351.0;2;1;1;1;6;6;0;0;1;1;1
1988;467;415.5;2;1;1;1;6;4;0;0;0;0;0
1987;472;669.5;1;1;1;10;6;11;1;0;1;1;0
1989;371;439.5;1;1;1;1;2;7;1;1;1;0;0
2020;577;468.0;2;1;1;3;5;5;0;0;0;1;0
2020;817;280.5;2;1;1;5;4;4;0;0;0;0;0
1988;609;738.0;1;2;1;10;7;6;1;0;0;1;1
1989;689;0.0;2;2;1;7;8;7;1;0;1;1;1
2020;594;351.0;2;1;1;3;4;7;0;0;0;1;0
1987;546;439.0;2;1;1;7;5;5;0;1;0;0;0
2020;775;464.5;2;1;1;3;4;4;0;0;0;0;0
1990;732;0.0;1;1;1;9;7;6;1;0;0;1;0
2020;573;0.0;2;1;1;1;5;5;0;0;1;0;1
1994;400;0.0;1;1;1;7;6;6;1;1;0;0;0
2020;384;301.0;1;2;1;8;8;7;0;0;0;1;0
1989;400;505.5;2;1;1;1;1;4;0;1;0;1;0
2020;705;420.0;2;1;1;2;6;6;0;0;1;0;1
2020;584;0.0;1;1;1;1;7;7;0;0;1;0;1
1989;428;0.0;1;1;2;7;6;5;1;1;0;1;1
2020;775;0.0;2;1;1;2;4;5;0;0;1;0;0
2020;690;0.0;2;2;1;4;4;6;0;0;0;1;0
1988;571;395.0;2;1;1;2;7;7;0;1;0;1;0
1989;710;0.0;1;2;1;10;11;12;1;0;1;1;0
2020;679;0.0;2;1;1;6;7;7;0;0;1;1;0
2020;754;340.5;2;1;1;4;5;5;0;0;0;0;1
1988;706;0.0;2;1;1;9;6;11;1;0;1;1;0
1990;467;482.5;1;1;1;8;4;4;1;0;0;1;1
1987;528;457.5;1;1;1;1;4;6;1;0;0;0;1
2020;533;0.0;1;1;1;2;7;7;0;1;1;0;1
1989;538;817.5;1;2;1;10;4;4;1;0;0;1;1
2020;548;405.5;2;1;1;1;8;4;0;0;0;0;0
2020;785;0.0;2;1;1;2;1;1;0;0;0;0;1
1992;684;454.5;2;1;2;3;5;5;1;0;0;0;1
1988;444;0.0;2;1;2;8;4;4;1;0;0;1;1
1988;449;0.0;2;1;1;2;5;4;1;0;1;0;1
2020;722;318.0;2;1;2;1;5;5;0;0;0;0;1
1999;453;427.5;1;1;1;10;7;7;0;0;0;0;0
2020;796;377.0;2;1;2;4;5;5;0;0;0;0;0
2020;605;0.0;2;1;1;7;6;7;0;0;1;0;1
2020;407;0.0;1;1;1;1;7;7;0;0;1;0;1
2020;527;418.5;2;2;2;8;7;7;0;0;1;1;1
2020;754;352.5;2;1;1;8;5;9;0;0;1;0;1
1989;357;0.0;2;2;1;9;4;4;1;0;1;1;0
2009;508;422.0;2;1;1;3;5;5;0;1;1;1;1
2020;605;401.0;2;1;1;1;1;4;0;0;0;0;1
1989;458;0.0;2;1;1;5;4;4;0;1;1;1;1
1988;678;0.0;1;2;1;10;8;11;1;0;1;1;0
2020;690;339.5;2;2;1;8;6;6;0;0;0;1;1
2020;499;0.0;2;1;1;3;4;4;0;0;1;0;1
2020;605;364.5;1;1;1;1;7;7;0;0;0;0;1
1990;403;462.5;2;1;1;5;9;11;1;0;0;0;0
1988;523;0.0;2;1;1;10;6;11;1;0;1;0;1
1988;587;0.0;1;1;1;5;12;6;1;0;1;0;0
2020;626;0.0;2;1;1;1;4;4;0;0;1;1;0
2020;764;0.0;2;1;1;3;5;6;0;0;0;0;1
2020;732;372.0;2;1;1;10;5;7;0;0;0;1;1
2019;476;255.5;2;1;1;3;1;7;0;0;0;1;1
2020;743;347.5;2;1;2;8;4;7;0;0;1;1;1
1988;405;310.5;1;1;1;2;5;5;1;1;1;1;1
2020;637;366.0;2;1;1;1;5;5;0;0;1;0;1
2020;690;0.0;2;2;1;8;4;4;0;0;1;1;0
2020;584;383.5;2;1;1;1;7;1;0;0;0;0;0
2020;569;341.5;2;1;1;9;4;11;0;0;0;0;0
2020;584;331.5;1;1;1;1;7;7;0;0;0;0;1
1988;663;515.0;2;1;2;4;5;6;0;0;0;1;1
1989;549;0.0;2;2;3;10;5;5;1;0;0;1;0
2020;754;354.5;2;1;1;1;7;7;0;0;1;0;1
2020;679;434.0;2;1;1;1;7;5;0;0;0;0;1
2020;589;370.5;1;1;1;1;7;7;0;1;1;0;1
2020;626;414.0;1;1;1;6;4;4;0;0;0;1;0
1997;407;191.5;1;2;1;8;7;7;0;0;1;0;0
1989;635;718.5;1;1;1;1;4;6;1;0;0;0;0
1996;483;509.5;2;1;2;3;4;4;0;0;0;0;0
2020;476;344.5;2;2;1;6;1;5;0;0;0;1;1
2020;732;293.0;2;2;1;3;7;7;0;0;0;0;0
2020;521;255.0;2;2;1;1;5;5;0;0;1;1;1
2020;487;297.0;2;1;1;1;7;7;0;0;0;0;1
1989;613;610.0;2;1;2;4;4;10;1;0;0;0;0
2020;582;0.0;1;1;1;1;7;7;0;1;1;0;0
1989;528;0.0;2;1;3;9;4;4;0;0;1;1;1
1989;760;566.0;1;1;1;1;5;5;1;0;0;0;0
2020;700;0.0;2;1;1;1;1;1;0;0;1;0;1
2020;510;369.0;1;3;1;8;5;1;0;0;0;1;1
2020;675;477.0;2;3;1;8;7;7;0;0;1;1;0
1995;678;627.0;1;1;1;8;8;8;0;0;1;0;0
2020;541;0.0;1;1;1;5;5;5;0;0;1;0;1
1988;706;424.5;2;2;1;5;4;4;0;0;0;0;1
1991;437;503.5;2;1;1;1;7;8;1;0;1;0;1
1991;663;0.0;2;2;1;1;11;11;1;0;0;1;0
1996;513;469.0;2;1;1;8;9;11;1;0;0;1;1
1987;414;0.0;2;1;1;3;4;4;1;0;0;0;0
2020;775;358.0;2;2;1;8;4;8;0;0;0;1;1
2020;384;440.0;1;2;1;3;7;7;0;0;0;1;1
1994;479;0.0;2;3;1;6;6;6;1;0;1;1;0
2020;669;316.0;2;2;1;4;2;2;0;0;0;1;1
1993;460;483.5;2;1;2;2;5;6;1;0;0;1;0
1987;343;394.5;1;1;1;5;9;7;1;1;1;0;0
1994;467;507.5;2;1;1;1;6;6;1;0;1;0;0
1996;570;0.0;2;1;1;2;6;4;1;0;0;0;0
2020;441;280.5;1;1;1;1;5;1;0;0;0;0;1
2020;647;0.0;2;1;1;2;5;5;0;0;0;0;0
2020;373;323.5;1;1;1;1;7;7;0;0;0;0;1
2020;483;373.5;2;1;1;3;4;4;0;0;1;0;0
2020;764;435.0;1;1;1;5;7;7;0;0;1;0;0
1990;460;522.0;2;3;1;7;1;1;1;0;1;1;1
2020;494;404.5;2;1;1;6;1;7;0;0;0;0;1
2020;722;0.0;2;1;1;1;5;5;0;0;1;0;1
2020;499;452.0;2;1;1;7;5;5;0;0;1;0;0
2020;775;450.0;2;1;2;2;7;5;0;0;1;0;0
1998;581;735.5;1;1;1;8;6;11;1;0;1;0;0
2020;611;0.0;2;1;3;10;7;7;0;0;1;0;1
2020;700;0.0;2;1;1;2;7;7;0;0;0;0;0
2020;785;0.0;2;2;1;9;1;1;0;0;1;1;0
2006;453;552.5;2;1;2;5;5;4;0;0;1;1;1
2020;541;0.0;2;1;1;2;4;1;0;0;1;0;0
1997;400;275.5;2;1;1;2;5;5;0;1;1;0;0
1999;449;0.0;2;1;1;2;7;7;1;0;1;0;1
2020;647;0.0;2;1;1;1;6;7;0;0;0;0;0
2020;785;385.5;2;2;2;7;2;7;0;0;0;1;0
2020;562;522.5;2;1;1;3;6;7;0;0;0;0;0
2020;377;347.5;1;1;1;1;7;7;0;0;0;0;0
1986;467;378.0;2;1;1;4;7;6;1;0;0;1;0
1993;479;0.0;1;1;1;8;6;4;0;0;0;0;1
1998;467;0.0;1;1;1;10;9;9;1;0;1;1;1
2020;541;431.5;2;1;1;4;5;5;0;0;1;1;0
2020;626;0.0;2;1;4;1;1;4;0;0;1;0;1
1991;641;0.0;2;2;1;10;4;4;1;0;0;1;1
2020;679;401.0;2;1;1;1;5;5;0;0;0;0;0
2020;616;374.0;1;1;2;1;7;7;0;0;0;0;1
2020;338;360.0;1;1;1;1;5;5;0;0;0;0;1
1989;446;402.0;2;1;2;4;1;4;0;1;0;1;0
1989;412;481.5;1;1;1;1;6;6;0;1;1;1;1
1989;495;424.0;1;1;1;9;5;8;0;0;0;1;0
2020;430;394.0;2;1;2;4;1;4;0;0;0;1;0
1989;444;447.5;2;2;1;3;6;8;1;0;0;1;0
2020;796;0.0;2;1;1;3;5;5;0;0;0;0;0
1990;417;443.0;2;1;1;3;7;7;0;1;0;1;0
2020;700;0.0;2;1;1;1;7;7;0;0;0;1;1
2020;441;308.5;2;1;1;2;7;7;0;0;1;1;0
1990;517;0.0;1;1;2;8;4;4;1;0;0;1;0
1990;449;383.5;2;1;1;1;5;5;0;0;0;0;0
1988;613;394.0;2;1;1;1;6;5;0;0;0;0;0
2005;700;385.5;2;1;1;4;7;7;1;0;1;0;0
2019;669;422.5;1;1;1;5;7;5;0;0;1;0;0
1990;458;496.0;2;1;1;9;1;1;0;1;0;1;0
1988;387;642.5;2;3;3;10;6;6;1;0;1;1;0
1989;555;441.0;2;1;2;8;6;4;1;0;1;1;1
2020;722;0.0;2;3;1;9;6;2;0;0;1;1;0
1989;508;541.0;1;2;1;10;6;6;1;1;0;1;1
1996;527;560.0;2;1;1;2;4;4;0;0;1;0;0
1995;384;369.0;1;2;1;7;1;4;1;0;0;1;0
1987;519;443.0;1;2;1;6;4;8;0;1;0;1;1
2009;499;0.0;1;1;1;5;4;6;0;0;0;1;1
1989;609;743.0;1;1;1;8;6;11;1;0;1;1;1
2017;437;413.5;2;1;1;1;6;6;0;0;1;0;1
2020;552;400.5;2;1;1;9;4;1;0;0;0;1;0
2020;558;0.0;2;1;1;6;7;7;0;0;0;1;0
2020;521;0.0;2;1;3;9;11;5;0;0;1;1;0
2020;658;427.5;1;1;3;6;4;2;0;0;1;1;1
2020;626;447.5;2;1;2;5;6;6;0;0;0;1;0
2020;637;0.0;1;1;1;3;5;5;0;0;0;1;1
1990;423;0.0;1;1;2;1;5;5;1;1;0;1;0
2020;775;0.0;2;1;1;1;5;7;0;0;0;0;1
2020;535;0.0;2;1;1;5;8;7;0;0;1;0;1
1989;364;508.0;2;2;2;4;6;4;0;0;1;1;1
1989;485;393.5;2;1;1;7;4;6;0;1;0;1;0
2020;597;0.0;1;1;1;1;5;5;0;1;1;0;1
2020;521;0.0;1;1;1;5;6;5;0;0;1;1;0
2020;764;412.0;2;1;1;3;5;5;0;0;0;0;0
2020;711;276.5;2;1;1;1;7;7;0;0;0;0;0
1992;414;399.5;2;1;1;2;4;7;1;0;0;1;0
1990;581;579.5;2;2;1;9;11;11;1;0;1;0;0
2020;423;461.5;2;1;1;2;5;6;0;0;0;0;1
2020;541;367.5;1;1;1;1;5;5;0;0;0;0;1
2020;683;353.0;2;1;1;8;5;5;0;1;1;0;1
2020;546;0.0;2;1;1;2;1;6;0;1;0;1;1
2020;732;391.0;2;1;2;3;6;7;0;0;0;1;0
2020;785;344.0;2;1;1;7;1;1;0;0;1;0;0
2020;817;462.0;2;1;1;3;5;5;0;0;0;1;1
1990;696;0.0;2;1;2;5;5;5;0;1;1;0;0
2020;441;0.0;2;1;1;1;5;5;0;0;1;1;1
2020;589;354.5;1;1;1;1;7;7;0;1;1;0;0
2018;647;0.0;2;1;1;2;7;7;0;0;0;1;1
2020;584;0.0;2;1;1;4;7;2;0;0;0;1;1
1990;513;435.0;1;1;1;3;7;7;0;0;0;1;1
2020;626;0.0;2;2;1;1;4;4;0;0;1;1;0
1991;456;0.0;1;2;1;9;12;11;1;0;1;0;0
1990;286;494.5;2;1;2;2;9;6;0;1;0;0;0
2020;764;326.0;2;1;1;4;4;1;0;0;0;0;1
1990;555;452.5;2;1;2;2;4;4;1;0;0;0;0
2014;605;0.0;2;1;1;2;5;5;1;0;1;0;1
1992;368;361.0;2;1;2;5;8;8;0;0;0;0;0
1991;609;509.0;2;1;1;1;4;4;1;0;0;0;0
2020;807;333.5;2;1;1;6;1;7;0;0;0;1;1
2020;711;0.0;2;1;1;1;5;7;0;0;0;0;0
2020;743;0.0;2;1;1;2;1;1;0;0;0;0;0
2020;552;0.0;1;1;1;8;7;7;0;0;0;1;0
2020;675;430.5;2;1;1;2;5;5;0;0;1;0;0
1990;667;0.0;2;2;1;9;6;6;1;0;0;1;1
1992;307;343.5;2;1;1;9;4;6;1;0;1;1;1
1999;562;393.5;2;1;1;1;6;6;1;0;0;1;0
2020;807;353.0;2;1;2;1;5;5;0;0;1;0;0
2020;669;269.5;1;4;1;1;5;5;0;0;0;0;1
2020;576;0.0;1;2;3;1;7;7;0;1;0;0;1
1990;538;720.5;1;2;1;10;4;6;1;0;1;1;0
2020;405;0.0;1;1;1;2;7;7;0;1;1;0;1
2020;421;0.0;1;1;1;1;7;5;0;1;1;0;1
2020;561;0.0;2;1;1;3;4;4;0;1;0;0;0
2020;460;0.0;2;1;1;1;4;4;0;0;1;0;0
1996;419;464.5;1;1;1;1;5;7;0;0;0;0;1
2020;690;366.5;1;1;1;1;7;7;0;0;1;0;1
1991;398;554.5;2;2;3;3;11;8;1;0;0;1;0
1992;350;430.0;2;1;1;3;11;7;0;0;1;0;1
1993;407;507.5;2;1;1;1;5;5;0;0;0;1;0
2020;562;0.0;1;1;1;2;4;4;0;0;0;1;0
2007;521;377.5;2;1;1;6;5;7;1;0;0;1;1
2020;732;0.0;2;1;1;6;4;4;0;0;1;0;1
2020;807;470.0;1;1;1;1;4;4;0;0;0;1;0
2020;521;433.0;2;1;2;1;7;8;0;0;1;0;0
1991;525;548.5;2;1;1;5;4;4;0;1;0;0;0
2020;711;273.5;2;2;1;7;5;7;0;0;1;0;0
2020;785;492.5;2;1;1;6;6;6;0;0;1;0;1
1993;354;377.5;2;1;3;2;5;5;0;0;0;1;0
1990;483;654.0;1;1;1;8;9;6;1;0;1;1;0
1990;598;0.0;1;1;1;7;6;11;1;0;1;1;1
1991;501;477.0;1;1;1;9;5;6;1;0;0;0;0
2020;384;358.0;2;1;1;1;5;5;0;0;0;0;1
1993;549;540.0;2;1;3;9;6;6;1;0;1;1;1
2020;675;0.0;1;1;1;7;6;6;0;0;0;1;0
2020;562;399.0;1;1;1;8;6;7;0;0;0;0;1
1991;515;389.5;2;1;1;2;5;6;0;1;1;0;0
1990;513;541.0;2;1;2;4;6;6;1;0;1;1;1
1990;535;0.0;1;2;3;9;5;5;1;1;1;1;1
1990;433;432.0;2;1;1;3;7;7;0;0;1;0;0
2020;700;374.5;2;1;1;1;2;5;0;0;1;0;0
1990;462;467.0;2;1;1;5;6;10;0;1;1;1;0
2020;573;0.0;2;1;1;1;5;7;0;0;0;0;1
1991;345;0.0;2;1;1;2;4;4;0;0;1;0;0
1990;598;639.5;2;2;1;6;8;10;1;0;0;1;1
1990;414;487.0;1;2;2;3;5;7;0;0;0;1;0
2020;487;370.0;1;3;1;8;5;5;0;0;0;1;0
1990;641;656.5;1;1;1;6;6;6;1;0;0;1;1
1992;419;427.0;2;1;1;2;6;6;1;0;0;1;0
2020;775;322.5;2;1;1;1;5;4;0;0;1;1;0
1990;456;454.0;1;1;1;3;6;6;0;0;0;1;0
2020;669;418.5;1;1;2;1;5;5;0;0;1;1;0
1990;426;657.0;1;1;2;3;10;6;1;0;0;1;0
2020;669;442.0;2;1;1;1;5;5;0;0;1;0;1
2020;743;273.0;2;1;2;1;1;5;0;0;1;0;0
2020;487;0.0;2;1;1;5;7;7;0;0;1;0;1
